level(m)  area(m2)
 2709.6040      12568
 2709.6050      12572
 2709.6060      12572
 2709.6069      12576
 2709.6079      12580
 2709.6089      12580
 2709.6101      12580
 2709.6111      12584
 2709.6121      12596
 2709.6130      12596
 2709.6140      12596
 2709.6150      12596
 2709.6160      12600
 2709.6169      12600
 2709.6179      12612
 2709.6189      12616
 2709.6201      12620
 2709.6211      12628
 2709.6221      12628
 2709.6230      12628
 2709.6240      12632
 2709.6250      12636
 2709.6260      12636
 2709.6270      12640
 2709.6279      12640
 2709.6289      12640
 2709.6299      12648
 2709.6311      12648
 2709.6321      12652
 2709.6331      12656
 2709.6340      12664
 2709.6350      12664
 2709.6360      12672
 2709.6370      12672
 2709.6379      12680
 2709.6389      12680
 2709.6399      12680
 2709.6411      12680
 2709.6421      12684
 2709.6431      12684
 2709.6440      12684
 2709.6450      12684
 2709.6460      12684
 2709.6470      12688
 2709.6479      12688
 2709.6489      12688
 2709.6499      12692
 2709.6509      12696
 2709.6521      12700
 2709.6531      12700
 2709.6541      12700
 2709.6550      12704
 2709.6560      12712
 2709.6570      12712
 2709.6580      12712
 2709.6589      12716
 2709.6599      12716
 2709.6609      12716
 2709.6621      12720
 2709.6631      12732
 2709.6641      12732
 2709.6650      12740
 2709.6660      12740
 2709.6670      12744
 2709.6680      12744
 2709.6689      12744
 2709.6699      12744
 2709.6709      12744
 2709.6721      12748
 2709.6731      12748
 2709.6741      12756
 2709.6750      12756
 2709.6760      12760
 2709.6770      12760
 2709.6780      12764
 2709.6790      12764
 2709.6799      12772
 2709.6809      12780
 2709.6819      12780
 2709.6831      12780
 2709.6841      12784
 2709.6851      12788
 2709.6860      12792
 2709.6870      12792
 2709.6880      12792
 2709.6890      12796
 2709.6899      12800
 2709.6909      12800
 2709.6919      12804
 2709.6931      12804
 2709.6941      12804
 2709.6951      12804
 2709.6960      12808
 2709.6970      12808
 2709.6980      12808
 2709.6990      12816
 2709.7000      12816
 2709.7009      12824
 2709.7019      12824
 2709.7029      12824
 2709.7041      12824
 2709.7051      12828
 2709.7061      12840
 2709.7070      12840
 2709.7080      12848
 2709.7090      12860
 2709.7100      12868
 2709.7109      12868
 2709.7119      12872
 2709.7129      12876
 2709.7141      12880
 2709.7151      12880
 2709.7161      12884
 2709.7170      12884
 2709.7180      12884
 2709.7190      12884
 2709.7200      12884
 2709.7209      12884
 2709.7219      12884
 2709.7229      12884
 2709.7241      12884
 2709.7251      12888
 2709.7261      12888
 2709.7271      12892
 2709.7280      12896
 2709.7290      12896
 2709.7300      12900
 2709.7310      12904
 2709.7319      12908
 2709.7329      12912
 2709.7339      12912
 2709.7351      12916
 2709.7361      12920
 2709.7371      12920
 2709.7380      12920
 2709.7390      12924
 2709.7400      12924
 2709.7410      12924
 2709.7419      12928
 2709.7429      12928
 2709.7439      12932
 2709.7451      12944
 2709.7461      12944
 2709.7471      12944
 2709.7480      12944
 2709.7490      12944
 2709.7500      12944
 2709.7510      12948
 2709.7520      12952
 2709.7529      12952
 2709.7539      12952
 2709.7549      12952
 2709.7561      12960
 2709.7571      12960
 2709.7581      12964
 2709.7590      12964
 2709.7600      12964
 2709.7610      12964
 2709.7620      12972
 2709.7629      12976
 2709.7639      12976
 2709.7649      12976
 2709.7661      12980
 2709.7671      12988
 2709.7681      12996
 2709.7690      12996
 2709.7700      13008
 2709.7710      13008
 2709.7720      13012
 2709.7729      13024
 2709.7739      13032
 2709.7749      13032
 2709.7759      13040
 2709.7771      13040
 2709.7781      13040
 2709.7791      13040
 2709.7800      13048
 2709.7810      13048
 2709.7820      13048
 2709.7830      13052
 2709.7839      13056
 2709.7849      13064
 2709.7859      13068
 2709.7871      13068
 2709.7881      13068
 2709.7891      13076
 2709.7900      13076
 2709.7910      13080
 2709.7920      13080
 2709.7930      13080
 2709.7939      13080
 2709.7949      13088
 2709.7959      13088
 2709.7971      13088
 2709.7981      13092
 2709.7991      13092
 2709.8000      13092
 2709.8010      13092
 2709.8020      13100
 2709.8030      13108
 2709.8040      13108
 2709.8049      13108
 2709.8059      13108
 2709.8069      13112
 2709.8081      13112
 2709.8091      13116
 2709.8101      13128
 2709.8110      13132
 2709.8120      13132
 2709.8130      13132
 2709.8140      13132
 2709.8149      13136
 2709.8159      13140
 2709.8169      13140
 2709.8181      13144
 2709.8191      13144
 2709.8201      13144
 2709.8210      13156
 2709.8220      13156
 2709.8230      13160
 2709.8240      13160
 2709.8250      13176
 2709.8259      13176
 2709.8269      13176
 2709.8279      13176
 2709.8291      13188
 2709.8301      13192
 2709.8311      13196
 2709.8320      13196
 2709.8330      13200
 2709.8340      13204
 2709.8350      13204
 2709.8359      13208
 2709.8369      13212
 2709.8379      13212
 2709.8391      13212
 2709.8401      13216
 2709.8411      13216
 2709.8420      13224
 2709.8430      13224
 2709.8440      13224
 2709.8450      13224
 2709.8459      13232
 2709.8469      13236
 2709.8479      13236
 2709.8491      13244
 2709.8501      13244
 2709.8511      13248
 2709.8521      13252
 2709.8530      13260
 2709.8540      13260
 2709.8550      13264
 2709.8560      13276
 2709.8569      13280
 2709.8579      13280
 2709.8589      13280
 2709.8601      13288
 2709.8611      13288
 2709.8621      13288
 2709.8630      13296
 2709.8640      13296
 2709.8650      13296
 2709.8660      13300
 2709.8669      13300
 2709.8679      13304
 2709.8689      13308
 2709.8701      13312
 2709.8711      13316
 2709.8721      13316
 2709.8730      13316
 2709.8740      13320
 2709.8750      13324
 2709.8760      13324
 2709.8770      13328
 2709.8779      13328
 2709.8789      13328
 2709.8799      13332
 2709.8811      13336
 2709.8821      13340
 2709.8831      13340
 2709.8840      13344
 2709.8850      13344
 2709.8860      13348
 2709.8870      13352
 2709.8879      13352
 2709.8889      13356
 2709.8899      13360
 2709.8911      13368
 2709.8921      13368
 2709.8931      13376
 2709.8940      13376
 2709.8950      13384
 2709.8960      13384
 2709.8970      13384
 2709.8979      13384
 2709.8989      13384
 2709.8999      13384
 2709.9009      13384
 2709.9021      13388
 2709.9031      13396
 2709.9041      13400
 2709.9050      13404
 2709.9060      13404
 2709.9070      13408
 2709.9080      13408
 2709.9089      13412
 2709.9099      13412
 2709.9109      13412
 2709.9121      13424
 2709.9131      13424
 2709.9141      13436
 2709.9150      13436
 2709.9160      13444
 2709.9170      13444
 2709.9180      13444
 2709.9189      13444
 2709.9199      13444
 2709.9209      13448
 2709.9221      13456
 2709.9231      13460
 2709.9241      13472
 2709.9250      13480
 2709.9260      13484
 2709.9270      13492
 2709.9280      13492
 2709.9290      13496
 2709.9299      13496
 2709.9309      13500
 2709.9319      13504
 2709.9331      13508
 2709.9341      13512
 2709.9351      13516
 2709.9360      13524
 2709.9370      13524
 2709.9380      13524
 2709.9390      13532
 2709.9399      13532
 2709.9409      13532
 2709.9419      13536
 2709.9431      13540
 2709.9441      13544
 2709.9451      13548
 2709.9460      13560
 2709.9470      13564
 2709.9480      13564
 2709.9490      13564
 2709.9500      13564
 2709.9509      13580
 2709.9519      13580
 2709.9529      13588
 2709.9541      13592
 2709.9551      13596
 2709.9561      13596
 2709.9570      13596
 2709.9580      13596
 2709.9590      13608
 2709.9600      13616
 2709.9609      13628
 2709.9619      13632
 2709.9629      13632
 2709.9641      13640
 2709.9651      13640
 2709.9661      13648
 2709.9670      13652
 2709.9680      13660
 2709.9690      13664
 2709.9700      13668
 2709.9709      13672
 2709.9719      13676
 2709.9729      13676
 2709.9741      13676
 2709.9751      13680
 2709.9761      13680
 2709.9771      13684
 2709.9780      13684
 2709.9790      13688
 2709.9800      13692
 2709.9810      13692
 2709.9819      13692
 2709.9829      13692
 2709.9839      13704
 2709.9851      13704
 2709.9861      13708
 2709.9871      13712
 2709.9880      13716
 2709.9890      13720
 2709.9900      13732
 2709.9910      13744
 2709.9919      13748
 2709.9929      13748
 2709.9939      13752
 2709.9951      13752
 2709.9961      13756
 2709.9971      13756
 2709.9980      13756
 2709.9990      13756
 2710.0000      13756
 2710.0010      13756
 2710.0020      13756
 2710.0029      13768
 2710.0039      13768
 2710.0049      13768
 2710.0061      13772
 2710.0071      13776
 2710.0081      13776
 2710.0090      13780
 2710.0100      13780
 2710.0110      13780
 2710.0120      13780
 2710.0129      13792
 2710.0139      13796
 2710.0149      13800
 2710.0161      13800
 2710.0171      13800
 2710.0181      13804
 2710.0190      13804
 2710.0200      13804
 2710.0210      13808
 2710.0220      13812
 2710.0229      13812
 2710.0239      13812
 2710.0249      13820
 2710.0259      13824
 2710.0271      13828
 2710.0281      13836
 2710.0291      13844
 2710.0300      13852
 2710.0310      13872
 2710.0320      13872
 2710.0330      13876
 2710.0339      13880
 2710.0349      13884
 2710.0359      13884
 2710.0371      13896
 2710.0381      13900
 2710.0391      13900
 2710.0400      13900
 2710.0410      13900
 2710.0420      13900
 2710.0430      13900
 2710.0439      13904
 2710.0449      13904
 2710.0459      13908
 2710.0471      13912
 2710.0481      13912
 2710.0491      13916
 2710.0500      13924
 2710.0510      13928
 2710.0520      13928
 2710.0530      13928
 2710.0540      13928
 2710.0549      13928
 2710.0559      13932
 2710.0569      13940
 2710.0581      13944
 2710.0591      13948
 2710.0601      13952
 2710.0610      13952
 2710.0620      13952
 2710.0630      13952
 2710.0640      13952
 2710.0649      13956
 2710.0659      13956
 2710.0669      13956
 2710.0681      13956
 2710.0691      13956
 2710.0701      13956
 2710.0710      13956
 2710.0720      13960
 2710.0730      13960
 2710.0740      13964
 2710.0750      13964
 2710.0759      13964
 2710.0769      13964
 2710.0779      13964
 2710.0791      13964
 2710.0801      13964
 2710.0811      13980
 2710.0820      13984
 2710.0830      13992
 2710.0840      13992
 2710.0850      13992
 2710.0859      13992
 2710.0869      13992
 2710.0879      13992
 2710.0891      14000
 2710.0901      14004
 2710.0911      14004
 2710.0920      14004
 2710.0930      14004
 2710.0940      14004
 2710.0950      14004
 2710.0959      14004
 2710.0969      14004
 2710.0979      14004
 2710.0991      14004
 2710.1001      14004
 2710.1011      14012
 2710.1021      14012
 2710.1030      14012
 2710.1040      14016
 2710.1050      14016
 2710.1060      14020
 2710.1069      14020
 2710.1079      14024
 2710.1089      14024
 2710.1101      14024
 2710.1111      14028
 2710.1121      14032
 2710.1130      14032
 2710.1140      14036
 2710.1150      14040
 2710.1160      14040
 2710.1169      14040
 2710.1179      14044
 2710.1189      14048
 2710.1201      14060
 2710.1211      14068
 2710.1221      14076
 2710.1230      14076
 2710.1240      14080
 2710.1250      14084
 2710.1260      14084
 2710.1270      14096
 2710.1279      14096
 2710.1289      14096
 2710.1299      14096
 2710.1311      14104
 2710.1321      14104
 2710.1331      14104
 2710.1340      14108
 2710.1350      14112
 2710.1360      14116
 2710.1370      14120
 2710.1379      14120
 2710.1389      14124
 2710.1399      14124
 2710.1411      14132
 2710.1421      14140
 2710.1431      14140
 2710.1440      14144
 2710.1450      14152
 2710.1460      14152
 2710.1470      14152
 2710.1479      14160
 2710.1489      14160
 2710.1499      14172
 2710.1509      14172
 2710.1521      14172
 2710.1531      14172
 2710.1541      14172
 2710.1550      14176
 2710.1560      14176
 2710.1570      14176
 2710.1580      14176
 2710.1589      14176
 2710.1599      14176
 2710.1609      14180
 2710.1621      14184
 2710.1631      14188
 2710.1641      14188
 2710.1650      14188
 2710.1660      14188
 2710.1670      14188
 2710.1680      14188
 2710.1689      14192
 2710.1699      14192
 2710.1709      14192
 2710.1721      14196
 2710.1731      14196
 2710.1741      14196
 2710.1750      14196
 2710.1760      14204
 2710.1770      14208
 2710.1780      14208
 2710.1790      14208
 2710.1799      14208
 2710.1809      14212
 2710.1819      14216
 2710.1831      14220
 2710.1841      14220
 2710.1851      14220
 2710.1860      14220
 2710.1870      14220
 2710.1880      14220
 2710.1890      14232
 2710.1899      14232
 2710.1909      14236
 2710.1919      14240
 2710.1931      14240
 2710.1941      14240
 2710.1951      14240
 2710.1960      14240
 2710.1970      14240
 2710.1980      14244
 2710.1990      14248
 2710.2000      14252
 2710.2009      14256
 2710.2019      14260
 2710.2029      14260
 2710.2041      14264
 2710.2051      14264
 2710.2061      14268
 2710.2070      14268
 2710.2080      14268
 2710.2090      14268
 2710.2100      14272
 2710.2109      14276
 2710.2119      14284
 2710.2129      14284
 2710.2141      14288
 2710.2151      14288
 2710.2161      14292
 2710.2170      14296
 2710.2180      14300
 2710.2190      14300
 2710.2200      14308
 2710.2209      14312
 2710.2219      14312
 2710.2229      14312
 2710.2241      14312
 2710.2251      14312
 2710.2261      14312
 2710.2271      14316
 2710.2280      14316
 2710.2290      14316
 2710.2300      14320
 2710.2310      14320
 2710.2319      14328
 2710.2329      14328
 2710.2339      14328
 2710.2351      14328
 2710.2361      14332
 2710.2371      14332
 2710.2380      14344
 2710.2390      14344
 2710.2400      14344
 2710.2410      14344
 2710.2419      14348
 2710.2429      14352
 2710.2439      14352
 2710.2451      14360
 2710.2461      14360
 2710.2471      14360
 2710.2480      14360
 2710.2490      14360
 2710.2500      14364
 2710.2510      14364
 2710.2520      14368
 2710.2529      14372
 2710.2539      14372
 2710.2549      14372
 2710.2561      14384
 2710.2571      14388
 2710.2581      14396
 2710.2590      14412
 2710.2600      14420
 2710.2610      14420
 2710.2620      14424
 2710.2629      14432
 2710.2639      14432
 2710.2649      14436
 2710.2661      14436
 2710.2671      14436
 2710.2681      14444
 2710.2690      14452
 2710.2700      14456
 2710.2710      14464
 2710.2720      14468
 2710.2729      14480
 2710.2739      14484
 2710.2749      14488
 2710.2759      14488
 2710.2771      14488
 2710.2781      14492
 2710.2791      14504
 2710.2800      14504
 2710.2810      14504
 2710.2820      14504
 2710.2830      14504
 2710.2839      14508
 2710.2849      14512
 2710.2859      14512
 2710.2871      14524
 2710.2881      14524
 2710.2891      14524
 2710.2900      14524
 2710.2910      14528
 2710.2920      14528
 2710.2930      14532
 2710.2939      14532
 2710.2949      14532
 2710.2959      14532
 2710.2971      14536
 2710.2981      14536
 2710.2991      14540
 2710.3000      14540
 2710.3010      14540
 2710.3020      14540
 2710.3030      14540
 2710.3040      14540
 2710.3049      14548
 2710.3059      14556
 2710.3069      14556
 2710.3081      14556
 2710.3091      14556
 2710.3101      14564
 2710.3110      14576
 2710.3120      14576
 2710.3130      14580
 2710.3140      14584
 2710.3149      14584
 2710.3159      14588
 2710.3169      14592
 2710.3181      14600
 2710.3191      14608
 2710.3201      14608
 2710.3210      14608
 2710.3220      14612
 2710.3230      14612
 2710.3240      14612
 2710.3250      14616
 2710.3259      14624
 2710.3269      14624
 2710.3279      14628
 2710.3291      14640
 2710.3301      14640
 2710.3311      14648
 2710.3320      14652
 2710.3330      14652
 2710.3340      14652
 2710.3350      14652
 2710.3359      14668
 2710.3369      14672
 2710.3379      14676
 2710.3391      14676
 2710.3401      14680
 2710.3411      14680
 2710.3420      14684
 2710.3430      14692
 2710.3440      14696
 2710.3450      14696
 2710.3459      14700
 2710.3469      14704
 2710.3479      14704
 2710.3491      14704
 2710.3501      14708
 2710.3511      14708
 2710.3521      14716
 2710.3530      14724
 2710.3540      14728
 2710.3550      14732
 2710.3560      14736
 2710.3569      14744
 2710.3579      14744
 2710.3589      14748
 2710.3601      14752
 2710.3611      14756
 2710.3621      14764
 2710.3630      14768
 2710.3640      14772
 2710.3650      14784
 2710.3660      14788
 2710.3669      14800
 2710.3679      14804
 2710.3689      14808
 2710.3701      14808
 2710.3711      14808
 2710.3721      14816
 2710.3730      14824
 2710.3740      14824
 2710.3750      14824
 2710.3760      14824
 2710.3770      14828
 2710.3779      14840
 2710.3789      14844
 2710.3799      14844
 2710.3811      14844
 2710.3821      14848
 2710.3831      14856
 2710.3840      14868
 2710.3850      14876
 2710.3860      14880
 2710.3870      14884
 2710.3879      14888
 2710.3889      14892
 2710.3899      14892
 2710.3911      14892
 2710.3921      14892
 2710.3931      14892
 2710.3940      14892
 2710.3950      14892
 2710.3960      14892
 2710.3970      14900
 2710.3979      14908
 2710.3989      14912
 2710.3999      14916
 2710.4009      14916
 2710.4021      14916
 2710.4031      14920
 2710.4041      14924
 2710.4050      14932
 2710.4060      14936
 2710.4070      14940
 2710.4080      14940
 2710.4089      14948
 2710.4099      14960
 2710.4109      14960
 2710.4121      14964
 2710.4131      14968
 2710.4141      14976
 2710.4150      14980
 2710.4160      14980
 2710.4170      14984
 2710.4180      14988
 2710.4189      14992
 2710.4199      14996
 2710.4209      15008
 2710.4221      15008
 2710.4231      15016
 2710.4241      15020
 2710.4250      15024
 2710.4260      15028
 2710.4270      15032
 2710.4280      15032
 2710.4290      15036
 2710.4299      15040
 2710.4309      15040
 2710.4319      15040
 2710.4331      15044
 2710.4341      15044
 2710.4351      15044
 2710.4360      15044
 2710.4370      15044
 2710.4380      15048
 2710.4390      15052
 2710.4399      15060
 2710.4409      15064
 2710.4419      15064
 2710.4431      15064
 2710.4441      15064
 2710.4451      15064
 2710.4460      15068
 2710.4470      15068
 2710.4480      15080
 2710.4490      15084
 2710.4500      15088
 2710.4509      15096
 2710.4519      15096
 2710.4529      15100
 2710.4541      15100
 2710.4551      15100
 2710.4561      15104
 2710.4570      15108
 2710.4580      15116
 2710.4590      15116
 2710.4600      15116
 2710.4609      15124
 2710.4619      15124
 2710.4629      15124
 2710.4641      15132
 2710.4651      15140
 2710.4661      15148
 2710.4670      15152
 2710.4680      15152
 2710.4690      15152
 2710.4700      15156
 2710.4709      15160
 2710.4719      15172
 2710.4729      15176
 2710.4741      15180
 2710.4751      15184
 2710.4761      15184
 2710.4771      15188
 2710.4780      15188
 2710.4790      15188
 2710.4800      15188
 2710.4810      15200
 2710.4819      15200
 2710.4829      15204
 2710.4839      15208
 2710.4851      15212
 2710.4861      15216
 2710.4871      15220
 2710.4880      15220
 2710.4890      15220
 2710.4900      15220
 2710.4910      15224
 2710.4919      15224
 2710.4929      15236
 2710.4939      15236
 2710.4951      15248
 2710.4961      15256
 2710.4971      15260
 2710.4980      15260
 2710.4990      15260
 2710.5000      15260
 2710.5010      15268
 2710.5020      15268
 2710.5029      15268
 2710.5039      15268
 2710.5049      15268
 2710.5061      15268
 2710.5071      15272
 2710.5081      15276
 2710.5090      15276
 2710.5100      15280
 2710.5110      15280
 2710.5120      15284
 2710.5129      15288
 2710.5139      15292
 2710.5149      15296
 2710.5161      15296
 2710.5171      15296
 2710.5181      15296
 2710.5190      15300
 2710.5200      15300
 2710.5210      15300
 2710.5220      15300
 2710.5229      15300
 2710.5239      15312
 2710.5249      15320
 2710.5259      15320
 2710.5271      15324
 2710.5281      15324
 2710.5291      15328
 2710.5300      15328
 2710.5310      15336
 2710.5320      15336
 2710.5330      15340
 2710.5339      15344
 2710.5349      15348
 2710.5359      15352
 2710.5371      15352
 2710.5381      15352
 2710.5391      15352
 2710.5400      15352
 2710.5410      15352
 2710.5420      15356
 2710.5430      15360
 2710.5439      15364
 2710.5449      15368
 2710.5459      15368
 2710.5471      15372
 2710.5481      15384
 2710.5491      15384
 2710.5500      15392
 2710.5510      15392
 2710.5520      15396
 2710.5530      15396
 2710.5540      15396
 2710.5549      15404
 2710.5559      15408
 2710.5569      15412
 2710.5581      15416
 2710.5591      15420
 2710.5601      15432
 2710.5610      15432
 2710.5620      15432
 2710.5630      15436
 2710.5640      15444
 2710.5649      15448
 2710.5659      15448
 2710.5669      15448
 2710.5681      15456
 2710.5691      15456
 2710.5701      15456
 2710.5710      15456
 2710.5720      15456
 2710.5730      15456
 2710.5740      15456
 2710.5750      15464
 2710.5759      15468
 2710.5769      15468
 2710.5779      15468
 2710.5791      15472
 2710.5801      15472
 2710.5811      15476
 2710.5820      15480
 2710.5830      15480
 2710.5840      15480
 2710.5850      15480
 2710.5859      15480
 2710.5869      15484
 2710.5879      15484
 2710.5891      15504
 2710.5901      15504
 2710.5911      15508
 2710.5920      15512
 2710.5930      15512
 2710.5940      15516
 2710.5950      15524
 2710.5959      15524
 2710.5969      15528
 2710.5979      15532
 2710.5991      15532
 2710.6001      15540
 2710.6011      15544
 2710.6021      15544
 2710.6030      15544
 2710.6040      15548
 2710.6050      15552
 2710.6060      15560
 2710.6069      15568
 2710.6079      15568
 2710.6089      15572
 2710.6101      15580
 2710.6111      15584
 2710.6121      15584
 2710.6130      15588
 2710.6140      15596
 2710.6150      15600
 2710.6160      15608
 2710.6169      15608
 2710.6179      15608
 2710.6189      15608
 2710.6201      15608
 2710.6211      15616
 2710.6221      15620
 2710.6230      15624
 2710.6240      15632
 2710.6250      15636
 2710.6260      15636
 2710.6270      15636
 2710.6279      15640
 2710.6289      15640
 2710.6299      15644
 2710.6311      15644
 2710.6321      15644
 2710.6331      15644
 2710.6340      15648
 2710.6350      15652
 2710.6360      15652
 2710.6370      15652
 2710.6379      15656
 2710.6389      15656
 2710.6399      15656
 2710.6411      15656
 2710.6421      15664
 2710.6431      15668
 2710.6440      15668
 2710.6450      15672
 2710.6460      15672
 2710.6470      15676
 2710.6479      15676
 2710.6489      15680
 2710.6499      15684
 2710.6509      15684
 2710.6521      15684
 2710.6531      15684
 2710.6541      15684
 2710.6550      15688
 2710.6560      15692
 2710.6570      15692
 2710.6580      15696
 2710.6589      15700
 2710.6599      15700
 2710.6609      15700
 2710.6621      15700
 2710.6631      15712
 2710.6641      15720
 2710.6650      15728
 2710.6660      15728
 2710.6670      15728
 2710.6680      15732
 2710.6689      15740
 2710.6699      15744
 2710.6709      15744
 2710.6721      15744
 2710.6731      15752
 2710.6741      15752
 2710.6750      15764
 2710.6760      15764
 2710.6770      15768
 2710.6780      15772
 2710.6790      15776
 2710.6799      15780
 2710.6809      15784
 2710.6819      15788
 2710.6831      15788
 2710.6841      15800
 2710.6851      15804
 2710.6860      15804
 2710.6870      15812
 2710.6880      15812
 2710.6890      15816
 2710.6899      15816
 2710.6909      15820
 2710.6919      15820
 2710.6931      15820
 2710.6941      15820
 2710.6951      15828
 2710.6960      15836
 2710.6970      15840
 2710.6980      15840
 2710.6990      15844
 2710.7000      15844
 2710.7009      15848
 2710.7019      15860
 2710.7029      15864
 2710.7041      15872
 2710.7051      15876
 2710.7061      15884
 2710.7070      15884
 2710.7080      15888
 2710.7090      15892
 2710.7100      15896
 2710.7109      15900
 2710.7119      15900
 2710.7129      15900
 2710.7141      15904
 2710.7151      15908
 2710.7161      15908
 2710.7170      15908
 2710.7180      15912
 2710.7190      15916
 2710.7200      15920
 2710.7209      15920
 2710.7219      15920
 2710.7229      15920
 2710.7241      15928
 2710.7251      15928
 2710.7261      15932
 2710.7271      15932
 2710.7280      15936
 2710.7290      15940
 2710.7300      15940
 2710.7310      15940
 2710.7319      15940
 2710.7329      15940
 2710.7339      15940
 2710.7351      15944
 2710.7361      15948
 2710.7371      15948
 2710.7380      15952
 2710.7390      15952
 2710.7400      15952
 2710.7410      15952
 2710.7419      15956
 2710.7429      15956
 2710.7439      15960
 2710.7451      15960
 2710.7461      15960
 2710.7471      15964
 2710.7480      15972
 2710.7490      15980
 2710.7500      15984
 2710.7510      15984
 2710.7520      15984
 2710.7529      15984
 2710.7539      15984
 2710.7549      15984
 2710.7561      15992
 2710.7571      15992
 2710.7581      15992
 2710.7590      16000
 2710.7600      16004
 2710.7610      16004
 2710.7620      16008
 2710.7629      16016
 2710.7639      16020
 2710.7649      16020
 2710.7661      16020
 2710.7671      16020
 2710.7681      16024
 2710.7690      16024
 2710.7700      16024
 2710.7710      16024
 2710.7720      16028
 2710.7729      16028
 2710.7739      16028
 2710.7749      16028
 2710.7759      16040
 2710.7771      16040
 2710.7781      16052
 2710.7791      16056
 2710.7800      16064
 2710.7810      16068
 2710.7820      16068
 2710.7830      16080
 2710.7839      16080
 2710.7849      16084
 2710.7859      16084
 2710.7871      16088
 2710.7881      16088
 2710.7891      16096
 2710.7900      16100
 2710.7910      16108
 2710.7920      16108
 2710.7930      16112
 2710.7939      16112
 2710.7949      16120
 2710.7959      16124
 2710.7971      16136
 2710.7981      16144
 2710.7991      16148
 2710.8000      16152
 2710.8010      16160
 2710.8020      16164
 2710.8030      16164
 2710.8040      16164
 2710.8049      16176
 2710.8059      16184
 2710.8069      16184
 2710.8081      16184
 2710.8091      16192
 2710.8101      16192
 2710.8110      16192
 2710.8120      16192
 2710.8130      16200
 2710.8140      16200
 2710.8149      16200
 2710.8159      16208
 2710.8169      16212
 2710.8181      16212
 2710.8191      16212
 2710.8201      16212
 2710.8210      16212
 2710.8220      16212
 2710.8230      16212
 2710.8240      16212
 2710.8250      16212
 2710.8259      16216
 2710.8269      16224
 2710.8279      16224
 2710.8291      16240
 2710.8301      16244
 2710.8311      16244
 2710.8320      16248
 2710.8330      16256
 2710.8340      16260
 2710.8350      16260
 2710.8359      16264
 2710.8369      16268
 2710.8379      16272
 2710.8391      16288
 2710.8401      16288
 2710.8411      16288
 2710.8420      16292
 2710.8430      16292
 2710.8440      16292
 2710.8450      16292
 2710.8459      16296
 2710.8469      16300
 2710.8479      16304
 2710.8491      16304
 2710.8501      16304
 2710.8511      16304
 2710.8521      16308
 2710.8530      16324
 2710.8540      16332
 2710.8550      16332
 2710.8560      16336
 2710.8569      16340
 2710.8579      16344
 2710.8589      16348
 2710.8601      16348
 2710.8611      16348
 2710.8621      16352
 2710.8630      16360
 2710.8640      16364
 2710.8650      16364
 2710.8660      16368
 2710.8669      16372
 2710.8679      16372
 2710.8689      16376
 2710.8701      16376
 2710.8711      16380
 2710.8721      16388
 2710.8730      16388
 2710.8740      16392
 2710.8750      16396
 2710.8760      16400
 2710.8770      16400
 2710.8779      16408
 2710.8789      16416
 2710.8799      16416
 2710.8811      16420
 2710.8821      16420
 2710.8831      16428
 2710.8840      16436
 2710.8850      16448
 2710.8860      16448
 2710.8870      16452
 2710.8879      16452
 2710.8889      16452
 2710.8899      16452
 2710.8911      16460
 2710.8921      16460
 2710.8931      16464
 2710.8940      16464
 2710.8950      16468
 2710.8960      16476
 2710.8970      16476
 2710.8979      16476
 2710.8989      16476
 2710.8999      16480
 2710.9009      16484
 2710.9021      16484
 2710.9031      16488
 2710.9041      16492
 2710.9050      16500
 2710.9060      16500
 2710.9070      16500
 2710.9080      16504
 2710.9089      16512
 2710.9099      16512
 2710.9109      16520
 2710.9121      16520
 2710.9131      16524
 2710.9141      16528
 2710.9150      16536
 2710.9160      16540
 2710.9170      16540
 2710.9180      16544
 2710.9189      16544
 2710.9199      16548
 2710.9209      16548
 2710.9221      16552
 2710.9231      16552
 2710.9241      16552
 2710.9250      16552
 2710.9260      16556
 2710.9270      16556
 2710.9280      16556
 2710.9290      16572
 2710.9299      16584
 2710.9309      16584
 2710.9319      16584
 2710.9331      16588
 2710.9341      16588
 2710.9351      16588
 2710.9360      16588
 2710.9370      16592
 2710.9380      16596
 2710.9390      16600
 2710.9399      16608
 2710.9409      16612
 2710.9419      16612
 2710.9431      16620
 2710.9441      16624
 2710.9451      16624
 2710.9460      16624
 2710.9470      16632
 2710.9480      16632
 2710.9490      16632
 2710.9500      16632
 2710.9509      16636
 2710.9519      16636
 2710.9529      16636
 2710.9541      16640
 2710.9551      16644
 2710.9561      16644
 2710.9570      16648
 2710.9580      16656
 2710.9590      16656
 2710.9600      16656
 2710.9609      16664
 2710.9619      16668
 2710.9629      16672
 2710.9641      16680
 2710.9651      16684
 2710.9661      16688
 2710.9670      16696
 2710.9680      16700
 2710.9690      16700
 2710.9700      16708
 2710.9709      16712
 2710.9719      16712
 2710.9729      16732
 2710.9741      16736
 2710.9751      16744
 2710.9761      16752
 2710.9771      16752
 2710.9780      16752
 2710.9790      16756
 2710.9800      16756
 2710.9810      16756
 2710.9819      16756
 2710.9829      16756
 2710.9839      16756
 2710.9851      16756
 2710.9861      16764
 2710.9871      16764
 2710.9880      16764
 2710.9890      16764
 2710.9900      16764
 2710.9910      16764
 2710.9919      16768
 2710.9929      16772
 2710.9939      16776
 2710.9951      16776
 2710.9961      16780
 2710.9971      16784
 2710.9980      16796
 2710.9990      16796
 2711.0000      16796
 2711.0010      16808
